NO_MUNICIPIO_ESC,nota
JUCAS,482.14747826086955
JUNCO DO MARANHAO,483.6555555555555
JUNDIA,490.1539130434783
JUSCIMEIRA,456.94347826086954
LANDRI SALES,466.32909090909084
LIMA CAMPOS,466.4040000000001
LORENA,569.0853672316384
LOUVEIRA,507.9714285714288
MANAQUIRI,463.81411764705877
MANDAGUACU,516.2221875
MARACAJU,527.407076923077
MARCELANDIA,497.3937931034483
MARZAGAO,571.2
MATOES DO NORTE,414.96352941176474
MELGACO,473.46476190476193
MERCEDES,528.8789473684211
MESSIAS,479.66171428571437
MORENO,526.0640000000002
MUNHOZ,536.1430000000001
MUQUEM DO SAO FRANCISCO,526.6400000000001
NAZARE DA MATA,543.6855882352943
NORDESTINA,480.16588235294114
NOSSA SENHORA DAS DORES,515.4371428571429
NOVA AMERICA,505.60999999999996
NOVA OLINDA DO MARANHAO,441.85101123595484
NOVA OLINDA DO NORTE,462.7237142857141
NOVO GAMA,509.96685082872943
OURO PRETO DO OESTE,526.8646601941748
PACAJA,479.58688524590156
PALMARES PAULISTA,528.8371428571428
PALMEIRA DAS MISSOES,534.8419354838709
PARAGUACU PAULISTA,546.511791044776
PARAIPABA,471.4516145833333
PARANAIBA,551.1701639344265
PASSIRA,482.3715294117648
PASSO DO SOBRADO,511.49473684210517
PEDRO REGIS,549.7145454545454
PERI MIRIM,462.705
PILAR DO SUL,540.003846153846
PINHEIRAL,556.4481818181818
PIRACURUCA,530.8830057803467
PIRIPIRI,537.4016053511708
PLANURA,467.9775
PORTO FERREIRA,577.0429411764705
PORTO GRANDE,526.2239215686274
POTIRENDABA,526.3017391304348
POCAO DE PEDRAS,470.93843750000013
PRESIDENTE JANIO QUADROS,516.5711111111111
QUARAI,540.1125
QUIXABA,570.3102127659574
RAPOSA,472.6559375000001
REDENCAO DA SERRA,548.3533333333334
RUROPOLIS,487.8930303030302
SABARA,573.3960386473432
SABOEIRO,473.75160493827156
SALESOPOLIS,531.9608333333334
SALINAS,555.5637810945274
SALTO DO JACUI,585.7011111111111
SANCLERLANDIA,494.2586666666666
SANTA JULIANA,514.984
SAUDADES,531.4992857142857
SAO JOSE DA LAJE,512.5602857142858
SAO JOSE DA VITORIA,478.04
SAO JOSE DOS QUATRO MARCOS,515.6183870967741
SAO LUIS DE MONTES BELOS,517.5090607734805
SAO MIGUEL ARCANJO,514.5026966292133
SAO MIGUEL DO OESTE,579.834366197183
SAO SEBASTIAO DO ALTO,527.4509090909091
TANQUE DO PIAUI,590.40125
TIMOTEO,612.4723636363639
TRACUATEUA,457.61744680851086
TRES BARRAS,473.1188888888889
TRES FRONTEIRAS,466.13
TRES RANCHOS,500.6933333333333
TURVELANDIA,437.80521739130427
ULIANOPOLIS,478.7470000000001
UMARI,495.66125000000005
URUCANIA,508.04
UTINGA,528.26
VERTENTES,543.0217021276596
VIEIRAS,553.9359999999999
VILA FLOR,486.71999999999997
VISEU,453.6306666666665
ZE DOCA,490.60705202312135
AGUAS BELAS,505.74034482758606
ALVARES MACHADO,547.1894444444447
OBIDOS,491.88124999999997
ALFREDO VASCONCELOS,515.0
ALTA FLORESTA D'OESTE,529.8086746987952
ALTO ARAGUAIA,503.86399999999986
ANDRELANDIA,485.66181818181826
ANTA GORDA,599.2657142857144
ARAGUARI,558.276217948718
ARARAS,568.1512500000001
BACURI,438.63687500000015
BAIXA GRANDE DO RIBEIRO,422.5567741935485
BARRA,495.73428571428576
BARRA VELHA,515.0856097560978
BEBEDOURO,591.1785977859779
BOA HORA,524.1218461538463
BOCAIUVA,568.5852941176473
BOQUIRA,502.2859259259259
BRASILIA DE MINAS,558.9419672131147
BREU BRANCO,468.19303030303024
BURITI,473.00377358490573
BUIQUE,512.9589189189189
CAETITE,576.61203539823
CAETE,572.9954716981135
CAJAZEIRAS DO PIAUI,436.4907692307692
CAMPO LIMPO PAULISTA,541.2048301886795
CANAVIEIRAS,526.317543859649
CAPITOLIO,511.45444444444433
CASSERENGUE,478.3764285714284
CACU,527.79
CHA PRETA,447.3605882352941
COCAL,498.14880733944966
CODAJAS,438.48880000000014
COLINAS,516.4594444444447
CONCEICAO DAS ALAGOAS,500.19589743589734
CORONEL VIVIDA,529.7965625
DOM AQUINO,487.91249999999997
ELDORADO DO SUL,501.63152542372865
ESPUMOSO,537.8635999999999
FLORES,499.5605063291138
FLORESTAL,603.9074074074075
FORMIGUEIRO,545.7473684210527
FORTALEZA DOS NOGUEIRAS,493.0082666666667
FRUTAL,529.8204597701147
GAROPABA,543.186923076923
GARRUCHOS,456.9693333333333
GOIANDIRA,481.7
GUACUI,551.4975
IBIASSUCE,541.3542857142858
IBOTIRAMA,499.63205882352946
IGARAPE-MIRI,467.9744600938968
INDIARA,509.24692307692317
IPUBI,490.71066666666655
IRAQUARA,488.24340425531926
ITAGUACU,514.1663157894736
ITAMARANDIBA,571.684347826087
ITAOBIM,535.9564705882353
ITAPIRANGA,508.8170114942528
ITAPITANGA,428.7849056603773
ITATI,518.0454545454545
ITURAMA,555.986105263158
IUNA,555.2491588785047
JOAO CAMARA,542.930234741784
JUNQUEIRO,514.3609523809523
LAGOA VERMELHA,589.3052631578947
LAGOA DE SAO FRANCISCO,497.0
LAPAO,484.21304347826083
LOBATO,504.29999999999995
MAGALHAES BARATA,442.72272727272735
MAJOR ISIDORO,428.99666666666667
MARACAJA,473.1514285714285
MARANGUAPE,518.3973333333333
MARI,508.16964285714295
MATA ROMA,449.81794871794875
MATINHOS,501.1514754098358
MATO LEITAO,556.7242105263158
MAURITI,474.65454545454566
MAUES,468.1004511278196
MESSIAS TARGINO,513.3058823529412
MIRANDA,497.80727272727273
MIRANTE DO PARANAPANEMA,535.5505882352941
MONTE SIAO,604.5625806451612
MONTEZUMA,525.7688888888889
MOREILANDIA,519.1466666666668
MUANA,453.84752475247507
MUCURI,569.9159999999997
MUITOS CAPOES,414.0
NOVO HORIZONTE DO OESTE,509.38818181818175
NOVO ORIENTE DO PIAUI,437.68666666666655
ORTIGUEIRA,518.5813559322035
PALMEIRA,539.2120000000001
PALMEIRAS DE GOIAS,532.5869902912622
PALMACIA,488.2023762376237
PARAIBANO,448.62545454545455
PENAPOLIS,575.9766486486488
PIEDADE DE PONTE NOVA,428.39
PIRAPORA,558.6852360515024
PLANALTINA DO PARANA,543.5266666666668
PLANALTINO,383.63000000000005
PONGAI,546.6723076923076
PORTEIRINHA,572.1372727272728
PORTO ESTRELA,456.225
POSSE,522.2044578313255
POCOES,518.2806611570248
PRATA,500.98543209876544
QUEBRANGULO,480.7057142857142
REMANSO,549.9518421052629
RIBEIRA DO AMPARO,503.27052631578937
RIO CRESPO,482.73285714285714
ROSARIO OESTE,446.216888888889
SALTO DE PIRAPORA,540.5533333333334
SANTA CRUZ DAS PALMEIRAS,584.5293827160493
SANTA MARIA DA VITORIA,528.0721212121214
SANTA RITA DE CALDAS,534.0127272727273
SANTO EXPEDITO DO SUL,525.6738461538462
SENTO SE,428.3815384615384
SOLANEA,520.6507462686566
SAO FELIX DO ARAGUAIA,465.73999999999995
SAO GABRIEL DO OESTE,534.6194871794871
SAO JOAQUIM,542.8913333333333
SAO JORGE D'OESTE,505.20303030303035
SAO JOSE DO CERRITO,491.9857142857142
SAO JOSE DO RIO CLARO,529.4029411764706
SAO JOAO EVANGELISTA,608.9038095238096
SAO PAULO DO POTENGI,551.8386666666664
SAO SEBASTIAO DO PASSE,493.3711764705883
SITIO NOVO,479.2924137931036
TAIUVA,548.785
TAPERA,575.8231578947367
VALE DO ANARI,479.968
VERA CRUZ,516.3910377358488
VILA RICA,539.5952941176471
XAPURI,504.2228571428572
ACAUA,521.465
ALIANCA,485.62437499999993
ALTINOPOLIS,519.8323809523811
ANDIRA,490.89308641975305
ANDRADINA,562.9999999999998
ANISIO DE ABREU,477.1093333333334
APUAREMA,527.52
ARAGUAPAZ,463.0205263157894
ARENAPOLIS,507.57777777777767
AXIXA,448.7437869822484
BANZAE,538.1529411764706
BARREIROS,513.5176190476193
BARROLANDIA,504.6546666666666
BATALHA,497.4381196581202
BOFETE,477.81238095238103
BOM JESUS DAS SELVAS,466.7574074074075
BOM SUCESSO,541.0719480519477
BUENOPOLIS,495.2114285714285
BUJARU,466.0902040816327
CABECEIRAS,495.596
CACHOEIRA ALTA,472.1523076923078
CACHOEIRA DO SUL,569.1870916334659
CACIMBA DE DENTRO,510.6381481481483
CAJURU,509.58857142857136
CAMBUCI,524.7761111111113
CAMPOS ALTOS,560.5234782608694
CANANEIA,510.084
CANDIOTA,464.27739130434793
CAPISTRANO,425.3025490196079
CARAI,476.1233333333333
CARMO DO RIO CLARO,534.145135135135
CATUNDA,441.37333333333345
CRUZ DAS ALMAS,539.5839384615381
CUNHA,555.9004081632653
CURVELO,589.0045497630329
DATAS,475.99692307692294
DIVINOPOLIS DE GOIAS,416.18666666666667
ENCRUZILHADA DO SUL,499.77855072463757
ENGENHEIRO PAULO DE FRONTIN,524.6874074074074
EPITACIOLANDIA,482.28281249999986
ERERE,492.9297435897436
FEIRA GRANDE,486.975909090909
FLORA RICA,682.3266666666667
FRAIBURGO,589.3135483870968
GASTAO VIDIGAL,556.7280000000001
GOVERNADOR LUIZ ROCHA,467.7295238095238
GRAO-PARA,514.0022222222223
GUARANI DAS MISSOES,569.2656249999999
GUIMARAES,461.13862068965517
IBICUITINGA,461.60513513513513
ICARAIMA,519.050909090909
ITABIRITO,584.2491729323306
ITAQUI,523.0336752136751
ITAREMA,481.97836893203896
ITAUBAL,415.98333333333335
ITUBERA,493.10156250000006
JAGUARE,540.2520754716979
JAIBA,510.38687500000003
JOAO MONLEVADE,596.3922709163347
LAGOA DE ITAENGA,503.505479452055
LAGOA DO BARRO DO PIAUI,477.28888888888895
LAURO MULLER,498.2433333333333
LAVINIA,553.1009999999999
LEOPOLDINA,557.1919999999999
LIMOEIRO DO AJURU,473.6492500000001
LUZILANDIA,500.5040909090909
MACAUBAS,587.5348888888888
MAGDA,562.9133333333333
MANOEL VIANA,538.537142857143
MARCO,476.0371052631577
MATIAS OLIMPIO,405.02857142857147
MONTAURI,565.58
MONTE SANTO,491.0867692307692
NATIVIDADE,500.19880000000006
NOVA VENECIA,574.1400836820084
NOVO AIRAO,485.3923809523809
NISIA FLORESTA,479.632195121951
OLARIA,470.7233333333333
PANTANO GRANDE,505.2166666666666
PASSA QUATRO,584.5695238095238
PASSAGEM,440.95272727272726
PEDRA DO ANTA,594.7133333333333
PENAFORTE,466.1919999999999
PEREIRO,516.0417751479289
PIANCO,559.9225454545455
PINHALAO,491.074705882353
PINTADAS,515.0266666666666
PIRANHAS,516.673888888889
PONTA DE PEDRAS,448.8195180722891
PONTAL DO PARANA,519.5059574468085
PORCIUNCULA,570.6331034482758
PORTO DE MOZ,460.7182978723405
PRIMAVERA,480.7460317460318
QUIXERE,494.3314465408804
RIO NOVO DO SUL,527.1666666666666
RIO PRETO DA EVA,475.4661176470589
ROLANDIA,554.5623863636364
RONDINHA,546.066
SANHARO,476.45666666666665
SANTA MONICA,463.3266666666666
SANTA TEREZA DO OESTE,493.78333333333336
SANTAREM NOVO,455.9056250000001
SARANDI,529.532294117647
SETE QUEDAS,510.3185185185184
SUME,518.270238095238
SAO DOMINGOS DO PRATA,530.6
SAO GOTARDO,557.6682051282052
SAO JOSE DO RIO PARDO,584.5223076923078
SAO LOURENCO DO SUL,546.9770149253729
SAO PEDRO DAS MISSOES,551.5
TAQUARITUBA,544.4047826086957
TERRA BOA,509.17466666666667
TIROS,580.83
TRAMANDAI,530.8366972477064
TREMEMBE,537.2623255813955
UNIAO DA VITORIA,541.4554444444444
URUARA,503.0383720930232
URUOCA,442.0579166666666
VALE DE SAO DOMINGOS,490.3257142857143
VARZELANDIA,496.11677419354834
AGUA FRIA,466.03375
ERICO CARDOSO,440.82
ABARE,440.21999999999997
ABELARDO LUZ,498.0281818181818
ACORIZAL,476.4557142857143
AFOGADOS DA INGAZEIRA,527.5185310734464
ALAGOA GRANDE,534.364761904762
ALTINHO,500.02024390243935
ALTO TAQUARI,484.0241666666666
ALVORADA DO NORTE,489.0381250000001
ANGICAL,508.86941176470583
AQUIDAUANA,538.0529577464788
BALIZA,460.83866666666665
BANANEIRAS,547.2731034482756
BELA VISTA DO PARAISO,534.5531914893617
BERTOLINIA,450.9836363636363
BOA NOVA,476.33599999999996
BOA VISTA DO RAMOS,431.6080701754387
BRODOWSKI,544.8692592592594
BROTAS,534.5915662650602
CABROBO,491.99216494845354
CAMPOS GERAIS,566.2428571428574
CAMPOS DE JULIO,501.64200000000017
CARLOPOLIS,500.72189189189186
CARNAUBAL,472.58231213872835
CATANDUVAS,516.4571929824561
CHOPINZINHO,509.171884057971
CONCEICAO,513.4185321100917
COQUEIRO SECO,453.93692307692305
CRISTALIA,458.8833333333334
CURUCA,478.37303370786503
DEPUTADO IRAPUAN PINHEIRO,462.37838709677413
DONA EUZEBIA,559.5840000000001
ESPERANTINOPOLIS,501.5648148148149
ESTRELA DE ALAGOAS,467.0738461538462
FEIRA DA MATA,508.54299999999995
FILADELFIA,459.0213333333333
FORMOSA DA SERRA NEGRA,485.4777215189872
GALINHOS,553.84
GARANHUNS,557.184376811594
GOVERNADOR CELSO RAMOS,538.58
GUARACIABA,514.6386666666667
GURJAO,456.9455555555556
IBICARE,578.58
IBITIRAMA,452.35200000000003
IGARACY,492.36086956521746
IGARAPAVA,561.3812658227849
IGARAPE GRANDE,479.8172727272728
IGUAI,552.4358333333333
IPAMERI,555.7510948905112
IPORA,517.4407692307693
ITABAIANINHA,516.3528205128202
ITAGI,485.47840000000014
ICARA,527.6164835164833
JAGUARACU,651.9533333333334
JAGUARIAIVA,546.7890090090091
JUQUIA,513.9548837209301
LADARIO,496.0809523809524
LAGOA REAL,515.2661538461539
LAVRAS,593.5630905077262
LAVRAS DA MANGABEIRA,472.96435897435884
LUCENA,419.76727272727277
MACATUBA,464.82375
MALHADOR,549.5422222222222
MATINHAS,441.68344827586213
MATOZINHOS,528.2934328358209
MEDICILANDIA,492.53562499999987
MIGUEL ALVES,483.3580821917809
MILAGRES,494.03811846689894
MINEIROS DO TIETE,512.0725
MIRACATU,520.15
MONTE CARMELO,568.0121126760563
MORUNGABA,492.90166666666664
NAVIRAI,537.8598979591837
NIOAQUE,463.2645161290322
NAO-ME-TOQUE,570.5464000000003
OLIMPIA,559.631615720524
OSVALDO CRUZ,571.0249315068492
OURICANGAS,503.2914285714285
PALMEIRAS DO TOCANTINS,439.35599999999994
PARANAVAI,558.5464141414142
PATU,484.5115151515153
PINHAO,511.6215384615384
PIQUET CARNEIRO,462.7725373134329
PIRAJU,558.0268852459017
PIRATUBA,521.3380952380952
PIRAI DO SUL,513.9525490196078
PLANALTINA,498.2519886363635
PLACIDO DE CASTRO,479.0731578947367
PORECATU,512.503137254902
POTIRAGUA,470.905
PRAINHA,471.97238095238095
QUIRINOPOLIS,542.291693989071
REGENTE FEIJO,552.188888888889
RESSAQUINHA,515.0688888888889
RIBEIRA DO PIAUI,442.9766666666667
SAMPAIO,445.4646153846154
SANANDUVA,537.8913513513513
SANTA MARIA DA BOA VISTA,480.03789473684196
SANTA RITA DE CASSIA,492.9769230769231
SANTA ROSA DE LIMA,448.99839999999995
SANTO ANTONIO DO ICA,441.97157894736836
SANTOS DUMONT,571.1655172413795
SARAPUI,503.6523076923078
SAUDE,546.7844444444444
SENADOR GUIOMARD,484.1699999999999
SERRA REDONDA,447.4253333333334
SIMOES,448.5530769230769
SAO MIGUEL DE TAIPU,440.6208510638298
SAO SEBASTIAO DA BOA VISTA,469.4364383561645
SITIO DO QUINTO,532.5088888888889
TACIBA,432.24
TANGARA,501.5953333333334
TARRAFAS,497.15442622950815
TIBAU,473.06444444444446
TIMBAUBA,536.874459833795
TOME-ACU,503.12571428571465
TRAIPU,451.0354054054054
UBA,596.6029722921918
URU,741.0
URUPA,530.558918918919
URUCUCA,499.75999999999993
URUCUI,475.4423129251702
VENTUROSA,496.5479999999999
VICENTINOPOLIS,501.8866666666667
VILA NOVA DO PIAUI,461.8999999999999
ABDON BATISTA,517.7885714285715
ACRELANDIA,500.50882352941187
AIQUARA,551.8800000000001
ALCOBACA,472.71000000000004
ALDEIAS ALTAS,464.70933333333335
AMARANTE DO MARANHAO,473.12950495049535
ANAMA,423.63414634146335
APICUM-ACU,454.1507142857143
ARACI,549.86
ARARENDA,436.6360000000001
AREAL,486.9521428571428
ARES,448.26625
BARIRI,568.0813333333333
BARRA BONITA,564.1688198757763
BARRA DE SANTANA,478.9555555555556
BARRA DE SAO FRANCISCO,546.507388535032
BARRA DO QUARAI,524.082
BARAO DO TRIUNFO,486.9733333333333
BELA VISTA,498.3266666666667
BOA VISTA DO TUPIM,441.3965217391305
BOCA DA MATA,529.6902857142856
BOM JESUS DO ARAGUAIA,455.06
BOM RETIRO DO SUL,543.867
BRASNORTE,517.224
CACHOEIRA DO ARARI,458.46722222222223
CAIBI,542.9244444444444
CAJATI,535.4074999999999
CALDAS,483.096
CALDAZINHA,502.50999999999993
CAMPINA VERDE,492.7255555555556
CAMPO ERE,510.1028571428574
CAMPO DO MEIO,534.7446153846153
CANAA DOS CARAJAS,542.2796774193549
CAPELA DO ALTO,489.3800000000001
CAREACU,457.5
CARNEIROS,471.2460000000001
CERRO AZUL,476.30222222222227
CHAPADAO DO SUL,521.4319379844961
CURURUPU,472.9159999999999
DELFIM MOREIRA,558.84
DIVISA ALEGRE,487.92615384615385
DOM INOCENCIO,472.8476923076923
DOM VICOSO,538.8000000000001
ELESBAO VELOSO,446.1565517241378
EQUADOR,496.0469999999999
ESTRELA,607.6309090909091
EUCLIDES DA CUNHA PAULISTA,528.235
FORMOSO DO ARAGUAIA,502.0837681159421
GETULIO VARGAS,544.8290909090911
GOIANESIA DO PARA,502.09555555555556
GUARANTA DO NORTE,541.9540000000001
GUARARA,565.11
HELIOPOLIS,466.23625000000004
IBIRACU,538.6613333333333
IBITIARA,495.5715789473684
IGAPORA,488.95789473684204
IJUI,600.3954601226999
ILHOTA,464.44
INDIANOPOLIS,504.64249999999987
INHAMBUPE,493.887619047619
IRAUCUBA,472.2995959595958
ITAJUBA,609.5702676399026
ITAPIRA,575.711961722488
ITAPORA,508.57043478260863
JACARACI,507.91888888888883
JAPI,458.47176470588244
LAGOA SALGADA,464.848
LAJEADO DO BUGRE,494.99
LAJES,540.2204395604393
LIVRAMENTO DE NOSSA SENHORA,559.4509090909091
LOGRADOURO,488.44666666666666
LUIS DOMINGUES,487.1545454545454
MACAJUBA,511.1096296296295
MANTENOPOLIS,551.7342857142858
MARAA,419.43461538461537
MARTINOPOLIS,519.0526666666667
MATO RICO,483.6028571428571
MATUPA,533.0407843137257
MAZAGAO,449.75441176470594
MONSENHOR TABOSA,443.4869333333334
MURITIBA,519.0353191489362
NHANDEARA,572.6690322580646
NOVA INDEPENDENCIA,487.13999999999993
NOVA XAVANTINA,506.6328000000002
PALOTINA,560.0176388888888
PARANATINGA,524.1972549019606
PARAUNA,470.6975757575757
PASSAGEM FRANCA DO PIAUI,466.58307692307693
PAUDALHO,489.36638888888876
PAULO DE FARIA,492.3485714285714
PEDRA BRANCA DO AMAPARI,460.4783999999998
PENDENCIAS,481.647027027027
PENHA,526.3122857142858
PINDORAMA,528.1013333333333
PIRAJUI,535.1511475409834
PIRES FERREIRA,415.8750588235294
PIRIPA,489.392
PORTO ACRE,491.67672727272736
PORTO FELIZ,549.9080991735536
PORTO REAL DO COLEGIO,469.59576923076935
PRESIDENTE FIGUEIREDO,494.64179999999976
QUIPAPA,452.18545454545455
REGENERACAO,468.94707070707085
RIBEIRAO BONITO,602.375
RIBEIRAO DO PINHAL,543.5075862068966
RIO BANANAL,538.3937142857142
RIO GRANDE DA SERRA,519.3213207547172
RIO PARDO,536.3507462686567
RIO DO PIRES,500.64695652173907
ROCA SALES,603.6217142857145
RODEIO BONITO,523.9925925925925
ROSANA,521.4098305084746
SALINAS DA MARGARIDA,470.83555555555563
SANTA CRUZ DA BAIXA VERDE,488.8069230769232
SANTA ISABEL,514.9386792452831
SANTA LUZIA DO PARUA,490.31803921568627
SANTO AMARO DA IMPERATRIZ,568.5971111111113
SANTO ANTONIO DA PLATINA,522.8762195121952
SAPEZAL,541.1856338028169
SCHROEDER,531.71375
SERRA DE SAO BENTO,482.1163636363637
SERRA DO NAVIO,491.976
SOURE,474.5105714285714
SAO FELIPE,473.9354285714287
SAO FRANCISCO DO BREJAO,505.3527272727272
SAO JOSE DO GOIABAL,447.13749999999993
SAO JOAO DA PONTE,494.02363636363646
SAO JOAO DO PARAISO,487.9098630136988
SAO MIGUEL DO ANTA,527.2644444444444
SAO VALENTIM,550.0155555555555
TABAPORA,497.59363636363645
TABIRA,530.8995588235294
TAMANDARE,498.01399999999995
TERRA SANTA,483.64352941176475
TORRINHA,525.6740000000001
TRES PONTAS,543.0741935483871
TURVO,517.4157142857142
URUTAI,543.5572549019607
VARZEA,510.31777777777785
AMETISTA DO SUL,521.6
ANHEMBI,492.5630769230769
APERIBE,533.6172413793103
ARAL MOREIRA,460.524347826087
ARACUAI,574.6810884353744
AROEIRAS,521.5447499999998
BALNEARIO GAIVOTA,516.93
BARRA DO CHOCA,471.01095238095235
BOA VENTURA DE SAO ROQUE,519.59
BODOCO,524.8609677419355
BOM JARDIM DE MINAS,540.0857142857144
BRASIL NOVO,474.0672222222222
BRASILEIA,486.20892307692316
CAMANDUCAIA,534.2367741935484
CAMPO LIMPO DE GOIAS,492.0640000000001
CAMPOS LINDOS,506.6581818181819
CANAPI,417.9134426229507
CAPARAO,471.7628571428571
CAPUTIRA,573.29
CARBONITA,517.0216000000001
CARNAIBA,542.3914117647058
CHUPINGUAIA,467.6035714285714
COLORADO DO OESTE,522.7442105263158
COMBINADO,500.47166666666664
CONCEICAO DO CANINDE,477.3778947368421
CONQUISTA,447.246
CORACAO DE MARIA,486.79297297297296
CUMARU DO NORTE,449.5971428571428
CURUA,477.74862745098034
DAVID CANABARRO,530.4413333333333
DONA EMMA,508.4228571428572
DOURADINA,463.5872727272726
ENTRE RIOS DO SUL,584.8566666666666
ESTRELA VELHA,589.8875
FARO,481.84173913043475
FRONTEIRAS,472.4691891891892
GILBUES,452.2903225806452
GUAPO,513.7315151515152
GUARAMIRIM,524.967123287671
IBITIURA DE MINAS,452.384
INGA,518.9592156862745
IPIRANGA DO NORTE,504.72545454545457
IPIXUNA DO PARA,508.74761904761897
ITAPE,448.9670588235294
ITAI,535.847142857143
JERONIMO MONTEIRO,528.5786666666665
JOACABA,593.3954237288135
JOAO RAMALHO,543.0066666666667
JUAREZ TAVORA,430.86187500000005
JURUAIA,569.6777777777778
LAGOA DO CARRO,458.4892592592593
LAGOA DOS GATOS,509.2044444444444
LAJE,459.2914285714284
MADRE DE DEUS DE MINAS,523.7325000000001
MARCELINO VIEIRA,494.58074074074074
MIRASSOL D'OESTE,537.260256410256
MONTE ALEGRE DO SUL,562.2034285714286
MOSTARDAS,509.8246153846154
MUNIZ FREIRE,544.8684745762713
MARIO CAMPOS,581.7520000000001
NAZAREZINHO,500.49629629629635
NAZARIO,480.89714285714297
NOVA LARANJEIRAS,473.07333333333327
NOVA PETROPOLIS,595.7565909090908
NOVA VENEZA,493.35833333333335
OIAPOQUE,474.6344680851064
PALMAS DE MONTE ALTO,574.244705882353
PARAOPEBA,538.2321739130437
PARIQUERA-ACU,530.0270588235294
PARNARAMA,437.139024390244
PERDOES,565.9266666666668
PEREIRA BARRETO,554.6427272727271
POCO VERDE,518.8021052631577
POCO DE JOSE DE MOURA,477.1253333333333
PROMISSAO,537.9722772277228
RAUL SOARES,583.9066666666668
SANTA CRUZ DE MINAS,447.18666666666667
SANTA FILOMENA,477.82769230769225
SANTA TEREZINHA,508.7933333333333
SAPOPEMA,526.8576470588235
SATUBA,535.4076315789474
SOMBRIO,571.1035087719298
SAO FELIX DO CORIBE,521.3824
SAO GONCALO DO PIAUI,445.3066666666667
SAO JOAO DA SERRA,466.7923076923077
SAO MARTINHO,522.9175
SAO PEDRO DO BUTIA,542.8666666666667
SAO SEPE,540.5565625
TANHACU,500.12603174603174
TAQUARITINGA,582.5555555555557
TAQUARUCU DO SUL,537.6533333333333
TIJUCAS,572.5995061728396
TOCANTINS,605.0209523809524
TUCANO,549.9797058823531
UBATA,432.64000000000004
VALE DO PARAISO,448.6951999999999
VARGEM ALTA,545.5660215053762
VERA,499.5969999999999
VISCONDE DO RIO BRANCO,547.0600000000002
VARZEA NOVA,496.7579310344827
ARAGUANA,442.8369565217392
ARARI,481.40696629213477
ARAUA,474.4583333333333
ARIPUANA,486.37379310344807
ATILIO VIVACQUA,501.2011538461538
BARRA DE GUABIRABA,483.61268292682917
BARROCAS,488.1593333333332
BERNARDINO BATISTA,464.40923076923076
BETANIA DO PIAUI,504.5815384615385
BOCA DO ACRE,470.52571428571446
BOM JARDIM DE GOIAS,518.9087499999999
BOM JESUS DE GOIAS,517.2076056338028
CAMPESTRE DO MARANHAO,467.97799999999995
CARANDAI,542.1022222222224
CARMESIA,623.3799999999999
CARNEIRINHO,573.9599999999999
CHAPADA,561.9411764705883
CONCORDIA DO PARA,480.0328089887642
COSTA RICA,497.7681481481481
CRUZILIA,572.0168749999999
ESMERALDAS,524.7565625
FENIX,496.756
GOIANA,526.3955974842765
IBIRAMA,553.5821686746987
IPEUNA,470.06888888888886
ITAIPULANDIA,486.5659259259258
ITAJOBI,535.5160975609756
ITARANTIM,514.8009523809524
IVAI,513.7515068493152
IVINHEMA,508.5479611650484
JARU,519.2796135265704
JOSELANDIA,442.9156521739131
LAGOAO,521.36
LAJEDINHO,401.816
MADRE DE DEUS,544.6085185185183
MANDURI,505.2414285714285
MANHUMIRIM,547.3938983050848
MARAIAL,548.556
MARAPANIM,457.8724324324325
MATEUS LEME,527.0106666666668
MIRANTE,546.558888888889
MOMBACA,476.06827225130877
MONSENHOR GIL,529.5537499999999
MONSENHOR HIPOLITO,534.529090909091
MONTEIROPOLIS,452.4408
MUNDO NOVO,521.4507547169812
NOVA SOURE,504.50208333333325
PALMEIRINA,503.7875
PANELAS,557.2864000000001
PARAI,536.4237037037037
PEDRAS DE FOGO,463.1570491803278
PEDRO AFONSO,474.6081818181819
PESCARIA BRAVA,527.9172413793103
PINDAI,512.4244444444444
QUEVEDOS,619.0833333333334
REGINOPOLIS,449.70000000000005
RIBEIRA DO POMBAL,563.6092413793104
ROMELANDIA,498.77789473684203
SANTA CRUZ DO PIAUI,471.96484848484846
SERRA NOVA DOURADA,395.995
SIMOLANDIA,440.71999999999997
SAO GABRIEL,538.1064804469274
SAO JOAO DA PONTA,503.73499999999996
SAO JOAO DO SUL,530.4057142857143
SAO MIGUEL DOS MILAGRES,450.84470588235297
SAO SEBASTIAO DO PARAISO,578.7962626262627
TAGUATINGA,484.12263157894745
TRES CACHOEIRAS,556.3435897435897
UNA,468.62095238095236
URUCARA,444.1430952380952
URUCUIA,482.8544444444444
VARGEM GRANDE PAULISTA,560.1003333333334
VEREDA,475.74222222222227
VITORIA DO XINGU,483.94629629629634
AFRANIO,505.5414285714287
ALTO GARCAS,501.9690909090909
AMARANTE,450.8140425531914
ANTONIO MARTINS,513.2139130434782
APORA,479.2016216216216
ARAGARCAS,458.8532142857142
ARAGUAINHA,484.03999999999996
ARAMBARE,540.1685714285715
ARAPUTANGA,532.4574074074075
ARACOIABA DA SERRA,510.226567164179
ARCOS,588.420162601626
AREADO,551.6804347826088
ARINOS,542.6277227722771
ASSAI,561.7978947368422
ATALAIA,479.972638888889
BANDEIRA DO SUL,549.0324999999999
BOA ESPERANCA DO SUL,502.1283333333334
BOTELHOS,542.6442105263158
BRAZOPOLIS,573.4161904761906
BROTAS DE MACAUBAS,465.94533333333334
CAMAMU,480.1301818181819
