NO_MUNICIPIO_ESC,nota
ITUPORANGA,532.3909677419354
ITAPOLIS,564.164761904762
JABOTICABAL,566.8350988142291
JACARAU,513.6809677419355
JAGUAPITA,500.6933333333334
JAGUARIBE,479.53677419354847
JALES,569.9770629370629
JANAUBA,586.2493719806762
JAQUEIRA,483.9452173913044
JARINU,543.5166101694916
JI-PARANA,519.7645064377684
JOAQUIM GOMES,444.03388888888895
JOSE DE FREITAS,483.6516778523488
JUINA,531.3985294117645
LAGES,573.2323181818184
LAGOA DE DENTRO,521.7483333333333
LAGUNA,557.9121538461538
LAMBARI,567.720344827586
LARANJAL DO JARI,525.605909090909
LEME,585.0675616438353
LEOPOLDO DE BULHOES,511.99837837837845
LIMOEIRO,571.7212814645309
LIMOEIRO DO NORTE,549.1244803695154
LOURDES,426.99666666666667
LUCAS DO RIO VERDE,549.1073498233214
LABREA,463.8304
MACHADO,583.1835532994926
MALACACHETA,541.9829411764705
MALHADA,431.10571428571427
MARAVILHA,530.9548717948718
MARCACAO,435.8811111111111
MARCOLANDIA,477.4937500000001
MARECHAL CANDIDO RONDON,566.934939759036
MARILUZ,478.28000000000003
MATOES,483.433846153846
MEDIANEIRA,563.2087922705313
MENDES,537.6020000000001
MIGUEL PEREIRA,555.4194594594594
MIMOSO DO SUL,536.6694736842104
MIRACEMA,540.4891489361701
MIRAIMA,434.4672189349113
MOGI DAS CRUZES,574.492730720607
MONTANHA,579.8627480916031
MONTES CLAROS,595.5434447674419
MORADA NOVA,512.7661375661376
MORRETES,575.4910344827587
MORRINHOS,502.8647311827956
MUCAMBO,454.51800000000003
MAE D'AGUA,514.9379999999999
NEOPOLIS,464.4862162162162
NHAMUNDA,461.0409876543211
NOVA BANDEIRANTES,499.89952380952377
NOVA COLINAS,469.828
NOVA LIMA,615.5374774774772
NOVA LONDRINA,517.5955555555555
NOVA MARILANDIA,483.39176470588234
NOVA MUTUM,527.2739560439562
NOVA OLINDA,488.2361594202898
NOVA PADUA,464.6599999999999
NOVA ROMA DO SUL,540.9436363636364
NOVA VICOSA,482.8402083333333
NOVO ARIPUANA,444.9834920634921
NOVO HAMBURGO,592.0656344586731
NOVO HORIZONTE,560.068085106383
NOVO MUNDO,446.7314285714286
OLHO D'AGUA DAS CUNHAS,497.04571428571427
OLIVEIRA,592.3171681415929
ORLEANS,546.9124137931036
OSORIO,581.3791803278688
OTACILIO COSTA,523.8682758620691
OURICURI,502.55902777777777
OURILANDIA DO NORTE,516.8915662650603
OURO PRETO,568.2807253886009
PACAJUS,501.6658010118042
PACUJA,534.1963358778625
PALMAS,557.7340774786604
PARACATU,567.0234328358212
PARAMIRIM,528.3622222222223
PARAISO DO TOCANTINS,529.0970984455959
PASSO DE CAMARAGIBE,471.4747058823529
PATOS DE MINAS,596.6201596806384
PAULINIA,587.2745945945945
PEDRA BRANCA,464.78596923076935
PEDRANOPOLIS,508.6566666666667
PEDRAS GRANDES,531.134
PEDRO II,529.1883937823836
PETROPOLIS,585.7982129277567
PILAR,491.70140350877193
PINHAIS,552.1856249999998
PINHEIRO,511.3399999999999
PIRAQUARA,492.18136986301374
PIRASSUNUNGA,576.0762727272729
PIUMHI,585.9048175182484
PIUMA,566.9538562091503
PONTA GROSSA,548.8555265068993
PONTA PORA,525.0949101796407
PONTES E LACERDA,511.594010695187
PORANGATU,521.430277777778
PORTEIRAS,439.4722352941176
PORTO,448.8104000000001
PORTO BELO,543.5311111111109
PORTO CALVO,458.5074074074073
PORTO FRANCO,501.32314285714267
PORTO SEGURO,547.0184854368932
PORTAO,579.0215094339623
POUSO ALEGRE,612.5445252525255
PRESIDENTE PRUDENTE,567.4360755508924
PRIMAVERA DO LESTE,541.8933993399338
QUEDAS DO IGUACU,536.1843750000002
QUEIMADAS,483.90910798122036
QUISSAMA,531.0728947368422
REMIGIO,528.9185714285716
RIACHO DOS CAVALOS,497.9116129032258
RIO BONITO,531.1542500000002
RIO CLARO,577.6471304347825
RIO FORMOSO,472.49875
RIO DAS PEDRAS,513.0808000000001
RIO DO SUL,590.1483428571426
RIO DOS CEDROS,534.5555555555555
SALINOPOLIS,491.3063265306124
SALTO,564.8126737967912
SALVADOR DO SUL,558.5253846153846
SANTA LUZIA DO NORTE,455.94315789473694
SANTA MARGARIDA,522.7725
SANTA MARIA DO OESTE,545.9829268292683
SANTA ROSA DE VITERBO,535.2007407407408
SANTA ROSA DO PURUS,391.27333333333337
SANTANA DO IPANEMA,528.9993251533746
SANTANA DO MUNDAU,492.9106250000001
SANTO ANTONIO,547.2141509433964
SANTO ANTONIO DA PATRULHA,551.4234951456313
SANTO ANTONIO DO AMPARO,485.7588679245284
SANTO ANTONIO DO MONTE,582.0542857142857
SAQUAREMA,555.6493877551018
SERRA TALHADA,541.0377500000001
SERRANO DO MARANHAO,447.4323076923077
SIDROLANDIA,530.1337614678897
SIRIRI,485.70666666666676
SOBRADINHO,519.7016161616164
SUMARE,542.7377319587628
SAO BENEDITO,492.960396039604
SAO BENTO,485.09340579710135
SAO BORJA,520.5768211920532
SAO CAETANO DE ODIVELAS,474.310294117647
SAO CRISTOVAO,517.5880597014924
SAO FRANCISCO DE ITABAPOANA,519.9493069306931
SAO FRANCISCO DE PAULA,531.434074074074
SAO FRANCISCO DO SUL,526.0161797752809
SAO JOAQUIM DA BARRA,552.6196078431375
SAO JOSE DA LAPA,558.6514285714286
SAO JOSE DO CAMPESTRE,446.1442857142856
SAO JOSE DO VALE DO RIO PRETO,540.6824489795919
SAO JOAO,517.5265346534653
SAO JOAO BATISTA,492.61285714285697
SAO JOAO DA BARRA,549.4176470588236
SAO JOAO DA BOA VISTA,617.3951820728286
SAO JOAO DEL REI,595.5983486238532
SAO JOAO DO SOTER,451.9344444444445
SAO LOURENCO DO OESTE,538.0032098765433
SAO LUIS DO CURU,441.98048780487795
SAO LUIS DO QUITUNDE,489.0177272727273
SAO MAMEDE,511.1504347826087
SAO MIGUEL DO IGUACU,556.6893670886078
SAO PEDRO,546.418383838384
SAO RAIMUNDO DO DOCA BEZERRA,484.24571428571437
SAO ROQUE,570.4447272727273
SAO ROQUE DE MINAS,590.7666666666667
SAO SEBASTIAO DA GRAMA,505.87440000000004
SAO SIMAO,506.6957142857144
SAO VICENTE,537.802647975078
TABATINGA,498.81739130434795
TAMBAU,551.707397260274
TAPEROA,487.6527536231883
TAUBATE,576.0843644067799
TAUA,506.91433583959906
TEOFILANDIA,556.9993846153848
TERRA NOVA DO NORTE,510.1735294117648
TEUTONIA,576.1906818181819
TEOFILO OTONI,562.9106631299735
TIO HUGO,574.912
TRAIRI,476.0189333333332
TRES RIOS,560.272767123288
TUBARAO,577.7093333333333
TUPANDI,581.5
UBATUBA,535.1740088105729
UBERABA,590.0237499999992
UNAI,576.422869955157
UNIAO,459.4894610778446
UNIAO DOS PALMARES,487.7634854771785
VACARIA,571.4122891566269
VALPARAISO,516.5577142857144
VARZEDO,375.9
VAZANTE,568.3953846153845
VENANCIO AIRES,594.0067073170733
VIAMAO,544.4618556701032
VIANOPOLIS,515.0541666666667
VICENCIA,505.8379365079366
VIDEIRA,576.8173144876324
VINHEDO,582.3956065573773
VICOSA,616.8520720720721
VICOSA DO CEARA,479.18777027027005
VARZEA PAULISTA,528.2692397660816
WENCESLAU GUIMARAES,455.74285714285713
AGUAS DE LINDOIA,537.4186440677965
ABADIANIA,541.8716049382714
ACAIACA,521.672
AFUA,501.4545945945946
AIUABA,444.5629545454545
ALAGOINHA,458.8713978494624
ALCANTARA,493.63081967213134
ALFENAS,573.2443921568624
ALEM PARAIBA,579.3468181818179
AMERICO BRASILIENSE,549.9978947368422
ANAPU,479.30108108108107
ANDRADAS,550.4754166666668
APIACA,511.078
APODI,575.1323297491037
ARACATU,506.8049999999999
AREIA,505.9779487179488
ARTUR NOGUEIRA,541.0855284552846
AUGUSTO CORREA,480.07301587301606
AVEIRO,451.09142857142854
BACABEIRA,495.3573913043477
BAIAO,493.8184810126585
BARRA D'ALCANTARA,501.7799999999999
BARREIRINHA,449.50400000000013
BARREIRINHAS,477.7025862068962
BARRO ALTO,502.68559999999997
BARAO DE GRAJAU,451.15828571428574
BASTOS,521.6773333333334
BELO JARDIM,547.4977456647404
BENEDITINOS,502.66941176470596
BETANIA,473.1912499999999
BIGUACU,546.3373094170405
BOM JESUS,503.9247337278108
BOM JESUS DO TOCANTINS,481.35607843137234
BREJO,480.4598484848486
CACONDE,514.7606451612903
CAMOCIM,489.2961985815602
CAMPO LARGO DO PIAUI,477.61799999999994
CANARANA,503.3371830985915
CANOINHAS,545.8369724770644
CANUTAMA,449.28111111111116
CAPAO BONITO,534.4587951807231
CAREIRO,454.9741176470589
CARLOS CHAGAS,485.28956521739127
CARMO DO PARANAIBA,573.1413114754098
CERES,575.7005555555553
CERQUILHO,563.9563999999999
CHARQUEADAS,548.7029050279328
CHA DE ALEGRIA,458.5253333333334
CIANORTE,538.9631802120145
CLAUDIO,567.7179220779219
COCAL DOS ALVES,539.4222641509434
CONCEICAO DO COITE,548.8735403726705
CONGONHAS,596.2320524017466
CONSELHEIRO PENA,582.7075675675677
COREMAS,530.667777777778
CORRENTINA,514.2426086956523
CORUMBA,522.710466830467
CRISTALINA,532.2286010362693
CRUZ,456.7184210526317
CRUZ DO ESPIRITO SANTO,476.44871794871796
CUITE,504.8005999999999
CUITE DE MAMANGUAPE,495.97583333333336
CURRAL VELHO,539.9449999999999
CICERO DANTAS,522.6046428571428
DELTA,500.08
DOIS IRMAOS,550.1360655737706
DONA FRANCISCA,537.5107692307693
DORMENTES,519.9705714285714
DRACENA,589.5473469387756
ENCANTADO,561.9663414634147
ESPIGAO D'OESTE,514.6426666666667
ESPINOSA,506.284
ESTEIO,538.1075247524757
ESTANCIA VELHA,535.0464150943397
EUCLIDES DA CUNHA,569.8961290322582
EUGENOPOLIS,515.929411764706
EUNAPOLIS,571.824626865672
EUSEBIO,514.1273200000002
FAGUNDES,495.9803030303029
FAXINAL,507.0307692307693
FORTIM,450.9003124999999
FORTUNA,480.655
GARRAFAO DO NORTE,505.676
GOIANINHA,540.0904615384615
GRAMADO,576.4241935483873
GUAMARE,504.99448275862073
GUAPIACU,525.0764285714284
GUARACIABA DO NORTE,510.4002898550724
GUARIBA,505.0482474226804
GUAXUPE,607.9115254237288
GURUPI,558.7755212355206
IBIRITE,562.1914285714286
IBITINGA,547.352568306011
IPIRA,551.4853333333332
IPIXUNA,493.1308333333334
IRETAMA,513.5130434782608
ITABERABA,545.4160465116279
ITANHANGA,469.9846153846155
ITAPEMA,550.4456983240223
ITAPEVI,517.5377349397589
ITAPIUNA,446.7390099009901
ITAPOROROCA,504.06116279069755
ITAPOA,538.4333333333333
ITAPURANGA,574.0537349397591
ITARARE,547.6915254237288
ITUMBIARA,545.0554767184033
ITUVERAVA,574.2389949748743
JACUTINGA,565.5848275862069
JAGUARUANA,531.8239849624063
JAICOS,468.2211764705882
JARDIM,493.241693811075
JARDIM DE PIRANHAS,500.37300000000005
JATI,426.4373134328359
JAU,598.0155629139074
JEREMOABO,536.1203174603172
JOAQUIM NABUCO,488.90952380952376
JOAO DOURADO,537.8991011235954
JOAO LISBOA,498.74553846153844
JUNCO DO SERIDO,409.56
JUNQUEIROPOLIS,548.9115384615385
JURUTI,481.80024691358034
JOIA,547.6636363636363
LAGOA DE PEDRAS,493.74555555555554
LAGOA DO OURO,546.3814285714287
LAJEADO NOVO,432.4971428571429
LARANJEIRAS,475.0390476190476
LAURENTINO,516.254
LINS,555.3702654867255
LIVRAMENTO,457.31800000000004
LORETO,450.13354838709677
LUZERNA,591.1988636363635
LUIS EDUARDO MAGALHAES,563.5756890459369
MACAPARANA,521.5060869565218
MADALENA,477.13900826446286
MAIRIPORA,533.2771707317073
MALTA,473.5288888888889
MANACAPURU,468.4361006289306
MANDIRITUBA,509.59952380952393
MANOEL EMIDIO,409.14
MANOEL URBANO,485.5570000000001
MARAU,467.5938461538462
MARIALVA,531.8293457943926
MARIBONDO,489.45877551020413
MARMELEIRO,528.4271794871795
MATA DE SAO JOAO,489.31558823529423
MATELANDIA,501.1443636363637
MIGUEL CALMON,523.0468817204302
MIRASSOL,548.521592039801
MIRINZAL,448.7290322580646
MISSAO VELHA,459.40408000000014
MOGI MIRIM,584.009381818182
MOITA BONITA,540.5232558139535
MONTE DAS GAMELEIRAS,463.26769230769236
MORRINHOS DO SUL,530.9125
MORRO DO CHAPEU,527.6686792452829
MULUNGU,491.0029687500001
MUQUI,536.1390697674418
MURIAE,584.5864957264957
MUTUIPE,494.70237288135587
MUZAMBINHO,592.7480225988702
MANCIO LIMA,475.469411764706
NANUQUE,522.5864285714285
NAVEGANTES,537.0793469387759
NEROPOLIS,537.6320000000001
NIQUELANDIA,538.4266666666668
NOVA CANDELARIA,520.9909090909091
NOVA CRUZ,571.6914285714284
NOVA ESPERANCA DO PIRIA,456.094761904762
NOVA GLORIA,485.09756097560984
NOVA ODESSA,558.427512195122
NOVA PRATA,564.8073684210525
OEIRAS DO PARA,487.35999999999996
OLINDINA,477.8105555555555
ORLANDIA,534.1728506787329
OURO BRANCO,581.3998029556649
OUREM,499.0683636363636
PALHOCA,559.4257461645744
PANCAS,526.7803278688525
PARAZINHO,476.54857142857145
PARELHAS,537.7309554140128
PARIPUEIRA,467.5228571428571
PASSO FUNDO,584.2875945537061
PATIS,532.3
PATO BRANCO,583.425080831409
PAULA CANDIDO,461.485
PAULICEIA,528.8654545454547
PAULO LOPES,540.7215384615384
PEDRA,472.70842105263154
PEDREIRAS,533.5341904761904
PERUIBE,545.9219444444443
PETROLANDIA,524.0880898876405
PIMENTA BUENO,494.49647887323965
PIMENTEIRAS,438.121
PINDAMONHANGABA,566.1263821892395
PINDOBACU,485.93999999999994
PINHALZINHO,537.11
POJUCA,565.6805194805195
PORTO ALEGRE DO PIAUI,523.2199999999999
PORTO REAL,576.7533333333333
PORTO DA FOLHA,500.88771428571425
POA,528.238649350649
PRADOPOLIS,508.1340350877193
PRESIDENTE DUTRA,514.7360655737705
PROPRIA,525.9422471910115
QUATA,546.7511475409835
RAFARD,541.1382608695652
RIACHUELO,450.9469767441861
RIACHAO,484.40928571428566
RIBEIRAO,522.9873333333334
RIO AZUL,519.0355555555556
RIO VERDE DE MATO GROSSO,509.8405555555555
SALGADO,529.6939393939394
SALGUEIRO,527.0090256410253
SALTINHO,545.5600000000001
SALVATERRA,497.3949494949494
SANTA ALBERTINA,578.1633333333333
SANTA BARBARA,550.7747368421053
SANTA CRUZ DO CAPIBARIBE,549.1608069164265
SANTA CRUZ DO RIO PARDO,560.2835632183907
SANTA HELENA,487.38122977346285
SANTA QUITERIA,473.2336460554373
SANTA RITA,510.8221681415927
SANTA TEREZINHA DO PROGRESSO,495.45846153846156
SANTANA DO ACARAU,476.75862745098
SANTANA DO MATOS,475.79411764705895
SANTO AMARO DAS BROTAS,500.0577777777777
SANTO ANTONIO DE JESUS,591.9167058823529
SEARA,527.9300000000001
SENADOR ELOI DE SOUZA,447.84125
SERRA DO MEL,520.8199999999999
SERRANOPOLIS,513.3152380952381
SERTANOPOLIS,546.0538461538462
SETE LAGOAS,607.3834153846152
SIMPLICIO MENDES,429.95859649122815
SOLEDADE,513.9472566371683
SOLONOPOLE,432.2283333333332
SONORA,511.4314285714284
SUCUPIRA DO RIACHAO,434.96000000000004
SURUBIM,571.3873170731707
SAO CAITANO,516.4176859504132
SAO DESIDERIO,501.21567567567564
SAO DOMINGOS DO CAPIM,471.8905263157894
SAO DOMINGOS DO MARANHAO,524.2509999999999
SAO GABRIEL DA PALHA,544.8003603603603
SAO JOSE DE RIBAMAR,516.4570251716249
SAO JOAO DO TRIUNFO,508.38375
SAO LOURENCO DA MATA,505.54373259052926
SAO MIGUEL,518.781568627451
SAO MIGUEL DO GUAMA,511.96821192053
SAO MIGUEL DOS CAMPOS,524.7361654135337
SAO PEDRO DO PIAUI,476.6697058823529
SAO PEDRO DO SUL,540.0984615384616
SAO RAIMUNDO DAS MANGABEIRAS,492.9978294573642
SAO ROBERTO,472.44461538461536
TAILANDIA,510.068834951456
TANGARA DA SERRA,546.7405496828752
TARAUACA,472.67230769230787
TEIXEIRA DE FREITAS,578.3962962962966
TEODORO SAMPAIO,524.7078481012659
TEREZOPOLIS DE GOIAS,490.81680000000006
TIETE,549.0140740740742
TOBIAS BARRETO,547.4291999999999
TONANTINS,431.684
TRIUNFO,522.5948663101605
TRIUNFO POTIGUAR,513.0062499999999
TUPARETAMA,555.7263333333333
TURIACU,457.1229268292683
TUTOIA,485.5790624999998
UMUARAMA,565.4099574468089
URUACU,557.2244528301889
URUBURETAMA,502.86145569620254
URUGUAIANA,543.1024999999998
VALENCA DO PIAUI,529.5430769230769
VARGEM GRANDE DO SUL,569.4002000000002
VARGINHA,614.226025104602
VASSOURAS,564.935922330097
VOTORANTIM,546.4596666666667
VARZEA DA PALMA,523.3742307692307
XIQUE-XIQUE,521.3884999999998
AGUA DOCE DO NORTE,483.800625
ALFREDO CHAVES,522.9702702702702
ALMINO AFONSO,494.1318181818182
ALPINOPOLIS,582.4103333333333
ALTO ALEGRE DO PINDARE,485.41086956521735
ALTO BOA VISTA,439.489090909091
AMATURA,435.3666666666667
ANADIA,446.61799999999994
ANAGE,499.83666666666676
ANAPURUS,511.2102564102564
ARAGOMINAS,423.65749999999997
ARAPONGAS,543.8408358208957
ARAQUARI,570.484860557769
ARARIPE,469.76113402061856
ARARIPINA,544.6244859813083
ARCOVERDE,552.9036704119852
ARICANDUVA,525.6183333333332
ASSIS CHATEAUBRIAND,546.581560283688
AURORA DO PARA,486.51250000000016
BACABAL,522.5967234042549
BAEPENDI,577.926956521739
BANDEIRANTES,532.6162820512818
BARRA DO BUGRES,512.7657142857144
BARREIRAS DO PIAUI,449.4109090909091
BARRETOS,563.2009302325584
BARAO DE COCAIS,581.8877083333336
BELO CAMPO,502.5306382978724
BEZERROS,565.1455421686748
BOA ESPERANCA,550.3623880597014
BOCAIUVA DO SUL,545.281
BOITUVA,575.2633121019109
BONITO,526.4788936170214
BOQUIM,555.3987692307692
BRAUNA,523.015
BROCHIER,539.6781818181818
CABREUVA,536.5038554216867
CACHOEIRA PAULISTA,550.0043373493975
CAMARGO,564.9
CAMBE,532.6833532934129
CAMPO MAIOR,524.0274121405752
CAMPO VERDE,540.467380952381
CAMPOS BELOS,518.4899082568809
CAMPOS NOVOS,542.0848780487805
CAMPOS VERDES,488.33692307692314
CAMPOS DO JORDAO,537.003795620438
CANDEIAS,531.0919597989955
CANDOI,500.46580645161293
CANELA,561.2416528925618
CANGUARETAMA,546.23
CAPIVARI,561.1979411764705
CAREIRO DA VARZEA,461.1215789473684
CARNAUBEIRA DA PENHA,485.97343283582086
CARUTAPERA,455.1074285714286
CENTRO NOVO DO MARANHAO,459.3508108108108
CEREJEIRAS,524.3414814814814
CHAPADAO DO CEU,494.89090909090913
CIPO,493.2790243902439
COLONIA LEOPOLDINA,449.0133333333333
CONCEICAO DE MACABU,522.4200000000001
CONDE,481.9037735849056
CONFRESA,501.05485294117653
COROMANDEL,538.7231932773111
CORONEL JOAO SA,435.39642857142854
CRATEUS,515.7563157894738
CRAVOLANDIA,485.74399999999997
CROATA,473.94741573033707
CUBATAO,553.24464
CURIONOPOLIS,459.3190476190476
CANDIDO MOTA,528.0168932038835
CEU AZUL,509.90199999999993
DOIS VIZINHOS,543.893738317757
DOM ELISEU,509.39883720930226
DORES DO RIO PRETO,558.0509090909092
EIRUNEPE,493.10974999999996
EMBU-GUACU,536.8088770053475
FARROUPILHA,585.5637234042551
FAXINAL DOS GUEDES,536.2479999999999
FAZENDA NOVA,496.26296296296306
FELIPE GUERRA,518.9306666666666
FIRMINOPOLIS,446.9266666666667
FLORANIA,486.7583333333334
FORMIGA,585.9178604651163
GENERAL MAYNARD,457.82190476190476
GOVERNADOR VALADARES,582.3261632155907
GRANDES RIOS,497.71882352941174
GRANJEIRO,496.1728571428572
GUARANI DE GOIAS,438.49037037037044
GUARACAI,560.23
GUATAMBU,488.8182608695653
HARMONIA,603.148
HIDROLANDIA,514.3552380952378
HORIZONTINA,571.5371428571428
IATI,513.8
IBIPORA,544.1464814814817
ICONHA,558.491724137931
IGUAPE,520.9558139534885
ILHABELA,536.4862626262626
IMBUIA,501.4127272727273
INCONFIDENTES,573.8976146788992
INHACORA,570.6500000000001
INHANGAPI,454.1769696969697
IOMERE,559.8116666666666
IPIGUA,518.116
IPU,493.13186602870803
IRATI,553.4439826839825
ITAITINGA,495.8304449648712
ITALVA,518.5383999999999
ITAPURA,492.60727272727274
JAGUAQUARA,544.7803846153847
JANDAIA DO SUL,528.1888636363639
JARAGUA,497.32011494252913
JITAUNA,516.5427777777777
JOSE BONIFACIO,577.0863309352522
JOSE DA PENHA,468.3999999999999
JOVIANIA,563.5984615384616
LAGOA SANTA,588.845271966527
LAJEDO,536.1694623655914
LAPA,524.0726315789473
LARANJEIRAS DO SUL,573.4672727272726
LOANDA,529.2545205479453
LUIS ANTONIO,520.6053333333332
MAMBORE,506.8484615384615
MANDAGUARI,529.5525
MANTENA,540.5674418604651
MARAGOGI,510.51304347826084
MARAGOGIPE,472.25480000000005
MARATAIZES,534.0024175824177
MARIANA,557.3205925925927
MARIZOPOLIS,485.4707142857143
MASSARANDUBA,517.8955555555553
MAUA DA SERRA,517.1933333333333
MIRANDOPOLIS,542.7609836065573
MONTALVANIA,485.353125
MONTE MOR,537.213768844221
MONTEIRO,513.0429
MONTENEGRO,574.8797350993378
MORRO DO CHAPEU DO PIAUI,488.2877777777778
NAZARE PAULISTA,493.85419354838695
NAZARE DO PIAUI,420.6546666666666
NEVES PAULISTA,537.5895652173913
NOSSA SENHORA DOS REMEDIOS,467.5523076923077
NOVA AURORA,523.8850000000001
NOVA OLIMPIA,494.0747826086957
NOVA RESENDE,494.72999999999996
NOVO PROGRESSO,512.4343243243244
NOVO SAO JOAQUIM,476.6294117647059
OEIRAS,541.2711646586345
OLHO D'AGUA DO BORGES,499.6466666666666
OROBO,502.84246913580273
PALMARES,544.2081651376146
PALMEIRANDIA,401.5975
PANAMBI,574.0248051948055
PARAISOPOLIS,609.2892957746479
PACO DO LUMIAR,501.2151098901098
PIACABUCU,449.72958333333327
PICUI,546.403636363636
PINDARE-MIRIM,486.8318954248367
PIO IX,516.4387096774194
PITANGA,521.4365384615386
POMERODE,578.9934939759038
POMPEIA,582.8535294117648
PONTAL,515.8826923076922
PONTO NOVO,478.1836363636364
PORTALEGRE,459.9040000000001
POCO REDONDO,481.7490566037738
PRESIDENTE EPITACIO,547.3457364341087
PRESIDENTE VENCESLAU,570.3384848484849
PRUDENTOPOLIS,535.2645454545454
QUIXELO,507.2711475409837
RIACHAO DAS NEVES,478.33599999999996
RIACHAO DO JACUIPE,540.8722727272726
RIBAMAR FIQUENE,492.03279999999984
RIO MARIA,466.50952380952384
ROLIM DE MOURA,530.4956223175964
RONDON DO PARA,517.0606451612902
RUY BARBOSA,519.9272164948452
SAIRE,548.4796551724138
SANTA BRANCA,517.5217391304348
SANTA FE DO SUL,590.655
SANTA GERTRUDES,511.0533333333334
SANTA QUITERIA DO MARANHAO,446.94821428571424
SANTO ANTONIO DO TAUA,492.6544262295082
SAPEACU,487.54210526315796
SERAFINA CORREA,590.705
SERRA DOS AIMORES,523.6560000000001
SERRARIA,519.0552380952381
SIMAO DIAS,555.6524651162789
SIMOES FILHO,528.1206617647061
SOLEDADE DE MINAS,509.924
SOORETAMA,502.51863636363635
SAO DOMINGOS,500.01291666666657
SAO DOMINGOS DO AZEITAO,443.52592592592595
SAO FRANCISCO DO CONDE,458.88444444444445
SAO FRANCISCO DO GUAPORE,526.0512499999999
SAO JOSE DO CEDRO,524.9806896551723
SAO LOURENCO,592.2152517985612
SAO MANUEL,548.399020979021
SAO MATEUS DO SUL,532.2155294117646
SAO SEBASTIAO DE LAGOA DE ROCA,468.03771428571423
SAO TOME,453.85200000000003
TACARATU,476.3353333333334
TACURU,499.89565217391305
TAGUAI,485.8166666666666
TAMBORIL,466.36630252100827
TANGUA,497.53947368421063
TAQUARITINGA DO NORTE,484.2042857142856
TARUMA,519.061052631579
TATUI,559.8684951456314
TEIXEIRAS,549.6122222222222
TELHA,539.1742857142857
TERENOS,504.69032258064516
TIMBIRAS,463.9036538461536
TOMAR DO GERU,482.6040000000001
TORRES,561.5789552238807
TRACUNHAEM,509.19740259740274
TRES CORACOES,594.6104494382023
TRES PASSOS,598.7747692307692
TRES DE MAIO,602.0256790123456
TURMALINA,532.6129411764706
UBAIRA,501.35083333333336
UMBAUBA,506.4365714285715
UMIRIM,424.1730555555556
VALENTE,556.4497619047618
VERA CRUZ DO OESTE,520.04
VOTUPORANGA,580.4889902280132
VARZEA ALEGRE,472.2142162162162
XAXIM,556.7475294117648
AGUA BOA,540.0600000000001
ACAJUTIBA,460.4175
ACREUNA,491.36038461538453
ADAMANTINA,583.6668518518516
ALAGOINHA DO PIAUI,509.7336
ALMEIRIM,493.43480000000005
ALTO ALEGRE DO MARANHAO,434.2693333333333
ALTO ALEGRE DOS PARECIS,486.1154838709678
AMAPA DO MARANHAO,484.808888888889
ANTONINA DO NORTE,445.73035714285714
ANTONIO JOAO,495.28758620689655
APARECIDA,487.3756302521009
ARAIOSES,495.863947368421
ARAXA,594.3082437275987
ARACAGI,481.52218181818176
AREIOPOLIS,451.69833333333327
BADY BASSITT,524.3728000000001
BARAUNA,523.8370454545455
BARRACAO,543.1218918918919
BARRAS,499.15765363128503
BELA CRUZ,495.94305882352955
BELA VISTA DE GOIAS,530.4706172839508
BOMBINHAS,514.2374683544306
BORDA DA MATA,524.9347368421053
BREJOES,498.82457142857146
BRAS PIRES,422.1
BURI,491.1675555555557
BURITI ALEGRE,510.6420689655173
BURITI BRAVO,484.86765432098775
CACEQUI,484.46666666666664
CAMAQUA,558.6621138211381
CAMBUI,543.3917647058825
CAMPESTRE,545.2281250000002
CAMPINORTE,496.43052631578945
CAMPO MOURAO,558.4806516290726
CANGUCU,563.8690476190475
CAPELINHA,572.5202380952383
CAPINZAL DO NORTE,471.9806451612903
CARAVELAS,474.33470588235286
CASA BRANCA,527.7815151515151
CASA GRANDE,503.18
CASA NOVA,464.1992000000001
CACAPAVA DO SUL,538.274188034188
CHARRUA,530.4024999999999
CLEVELANDIA,487.6869387755101
CONCEICAO DO JACUIPE,541.7217307692307
CONTENDA,499.1851063829788
CORURIPE,506.86217391304353
COXIXOLA,450.78999999999996
CRISTAL,517.3325
CRISTINAPOLIS,423.1526530612244
CRUZEIRO DO SUL,511.77336206896547
CANDIDO SALES,490.8955263157894
DAMIAO,511.6656
DEMERVAL LOBAO,488.2859259259259
DIAMANTE DO NORTE,500.98666666666674
DOIS CORREGOS,560.3945454545453
EDEIA,497.9627272727273
ELIAS FAUSTO,525.3871999999999
ESCADA,495.6221587301583
ESTACAO,539.9862499999999
FIGUEIRA,543.57375
FATIMA,505.07116279069777
GOVERNADOR NUNES FREIRE,454.4926829268292
GRAJAU,482.1637065637065
GUARATINGUETA,587.6051193058572
IBARETAMA,431.8790625
IGARAPE-ACU,509.12548387096786
IGARASSU,524.2575665399237
IGRAPIUNA,491.2475
IGUABA GRANDE,521.25375
IMARUI,534.133
IMBE,539.0345205479451
IPAUMIRIM,481.91377777777785
IPIRANGA DO PIAUI,459.56105263157895
IRACEMA,514.7466071428571
IRITUIA,485.60246153846145
ITAOCARA,564.9970689655172
ITAPARICA,522.9567441860465
ITAPETINGA,567.0871428571429
ITAUNA,610.0377304964542
IVOTI,600.0717525773199
JACAREZINHO,560.7561963190185
JACOBINA,571.8099672131146
JAGUARI,547.8271428571429
JAGUARIPE,437.60999999999996
JANDIRA,543.0720645161291
JAPARATUBA,526.7597701149427
JIJOCA DE JERICOACOARA,477.8268778280542
